Year,Country (Final Name),Country ID,Country,Type of appeal,Type of Response,Appeal,Required (US$),Funded (US$), Coverage (%) ,Comments,Links
2003,Swaziland,SZ,Eswatini,Appeal,RRP,Humanitarian Crisis in Southern Africa - REGION (July 2003 - June 2004),5934238,2794790,47.1,,https://reliefweb.int/report/lesotho/southern-africa-regional-consolidated-appeal-jul-2003-jun-2004
2003,Tajikistan,TJ,Tajikistan,Appeal,CAP,Tajikistan 2003,"61,968,685","48,648,655",78.5,Consolidated Inter-agency appeal,https://reliefweb.int/report/tajikistan/consolidated-inter-agency-appeal-tajikistan-2003
2003,Tanzania,TZ,"Tanzania, the United Republic of",Appeal,RRP,Great Lakes Region and Central Africa 2003,,,,Appeal data doesn't show the amount of requirements and funding by destination country,https://reliefweb.int/report/burundi/consolidated-inter-agency-appeal-great-lakes-region-and-central-africa-2003
2003,Uganda,UG,Uganda,Appeal,CAP,Uganda 2003,"148,135,670","123,567,180",83.4,Consolidated Inter-agency appeal,https://reliefweb.int/report/uganda/consolidated-inter-agency-appeal-uganda-2003
2003,Uganda,UG,Uganda,Appeal,RRP,Great Lakes Region and Central Africa 2003,,,,Appeal data doesn't show the amount of requirements and funding by destination country,https://reliefweb.int/report/burundi/consolidated-inter-agency-appeal-great-lakes-region-and-central-africa-2003
2003,Zambia,ZM,Zambia,Appeal,RRP,Humanitarian Crisis in Southern Africa - ZAMBIA (July 2003 - June 2004),"14,503,757","3,182,811",21.9,Regional Consolidated appeal,https://reliefweb.int/report/lesotho/southern-africa-regional-consolidated-appeal-jul-2003-jun-2004
2003,Zambia,ZM,Zambia,Appeal,RRP,Humanitarian Crisis in Southern Africa - REGION (July 2003 - June 2004),14503757,3182811,21.94,,https://reliefweb.int/report/lesotho/southern-africa-regional-consolidated-appeal-jul-2003-jun-2004
2003,Zimbabwe,ZW,Zimbabwe,Appeal,RRP,Humanitarian Crisis in Southern Africa - ZIMBABWE (July - December 2003),"92,266,198","22,266,421",24.1,Regional Consolidated appeal,https://reliefweb.int/report/lesotho/southern-africa-regional-consolidated-appeal-jul-2003-jun-2004
2003,Zimbabwe,ZW,Zimbabwe,Appeal,RRP,Humanitarian Crisis in Southern Africa - REGION (July 2003 - June 2004),92266198,22266421,24.13,,https://reliefweb.int/report/lesotho/southern-africa-regional-consolidated-appeal-jul-2003-jun-2004
2003,Afghanistan,AF,Afghanistan,Other Appeal,TRP,Afghanistan TAPA 2003,"270,590,000","313,948,366",116,Transitional Assistance Programme for Afghanistan ,https://reliefweb.int/report/afghanistan/transitional-assistance-programme-afghanistan-2003
2003,Republic of Congo,CG,Congo (the),Other Appeal,HRP,Republic of Congo 2003,"28,272,314","12,950,066",45.8,,
2003,Colombia,CO,Colombia,Other Appeal,HAP,Colombia (HAP) 2003,"79,497,508","33,620,763",42.3,HAP,https://reliefweb.int/sites/reliefweb.int/files/resources/44415ECD671E9485C1256CD4005BB47B-unct-col-18feb.pdf
2003,Haiti,HT,Haiti,Other Appeal,Other,Haiti (PIR) 2003,"14,400,757","5,433,279",37.7,Integrated Emergency Response Programme Targeting Vulnerable Groups and Communities in Haiti,https://www.oecd.org/countries/haiti/44826404.pdf
2004,Angola,AO,Angola,Appeal,HRP,Angola 2004,"136,020,262","130,063,909",95.6,,
2004,Bangladesh,BD,Bangladesh,Appeal,Flash,Bangladesh  2004,"209,905,410","65,011,067",31,Flash appeal in response to floods,https://reliefweb.int/report/bangladesh/bangladesh-flash-appeal-2004
2004,Burkina Faso,BF,Burkina Faso,Appeal,RRP,West Africa Sub-Regional 2004,,,,Appeal data doesn't show the amount of requirements and funding by destination country,https://reliefweb.int/report/burkina-faso/mid-year-review-consolidated-appeals-process-cap-humanitarian-appeal-2004-west
2004,Burundi,BI,Burundi,Appeal,CAP,Burundi 2004,"119,002,325","55,560,144",46.7,Consolidated appeal,https://reliefweb.int/report/burundi/consolidated-appeals-process-cap-humanitarian-appeal-2004-burundi
2004,Burundi,BI,Burundi,Appeal,RRP,Great Lakes Region 2004,,,,Appeal data doesn't show the amount of requirements and funding by destination country,https://reliefweb.int/report/burundi/consolidated-appeals-process-cap-humanitarian-appeal-2004-great-lakes-region-and
2004,Bolivia,BO,Bolivia (Plurinational State of),Appeal,HRP,Bolivia  2004,"1,809,217","930,358",51.4,Flash appeal in response to El Chaco Drought,https://reliefweb.int/report/bolivia/consolidated-appeals-process-cap-flash-appeal-2004-bolivia-el-chaco-drought
2004,Democratic Republic of the Congo,CD,Congo (the Democratic Republic of the),Appeal,CAP,Democratic Republic of the Congo 2004,"162,602,463","118,811,355",73.1,Consolidated appeal,https://reliefweb.int/report/democratic-republic-congo/consolidated-appeals-process-cap-humanitarian-appeal-2004
2004,"Congo, Democratic Republic of",CD,Congo (the Democratic Republic of the),Appeal,RRP,Great Lakes Region 2004,,,,Appeal data doesn't show the amount of requirements and funding by destination country,https://reliefweb.int/report/burundi/consolidated-appeals-process-cap-humanitarian-appeal-2004-great-lakes-region-and
2004,Central African Republic,CF,Central African Republic (the),Appeal,CAP,Central African Republic 2004,"7,629,331","2,901,210",38,Consolidated appeal,https://reliefweb.int/report/central-african-republic/consolidated-appeals-process-cap-humanitarian-appeal-2004-central
2004,Côte d’Ivoire,CI,Côte d'Ivoire,Appeal,CAP,Cote d'Ivoire + 3 2004,"64,197,916","20,544,506",32,Consolidated appeal,https://reliefweb.int/report/c%C3%B4te-divoire/mid-year-review-consolidated-appeals-process-cap-humanitarian-appeal-2004-c%C3%B4te
2004,Côte d'Ivoire,CI,Côte d'Ivoire,Appeal,RRP,West Africa Sub-Regional 2004,,,,Appeal data doesn't show the amount of requirements and funding by destination country,https://reliefweb.int/report/burkina-faso/mid-year-review-consolidated-appeals-process-cap-humanitarian-appeal-2004-west
2004,Eritrea,ER,Eritrea,Appeal,CAP,Eritrea 2004,"125,542,804","74,941,367",59.7,Consolidated appeal,https://reliefweb.int/report/eritrea/mid-year-review-consolidated-appeals-process-cap-humanitarian-appeal-2004-eritrea
2004,Grenada,GD,Grenada,Appeal,Flash,Grenada  2004,"27,640,760","6,590,543",23.8,Flash appeal in response to Hurrican Ivan,https://reliefweb.int/report/grenada/grenada-hurricane-ivan-flash-appeal-oct-2004-mar-2005
2004,Ghana,GH,Ghana,Appeal,RRP,West Africa Sub-Regional 2004,,,,Appeal data doesn't show the amount of requirements and funding by destination country,https://reliefweb.int/report/burkina-faso/mid-year-review-consolidated-appeals-process-cap-humanitarian-appeal-2004-west
2004,Guinea,GN,Guinea,Appeal,HRP,Guinea 2004,"36,044,512","23,399,397",64.9,,
2004,Guinea,GN,Guinea,Appeal,RRP,West Africa Sub-Regional 2004,,,,Appeal data doesn't show the amount of requirements and funding by destination country,https://reliefweb.int/report/burkina-faso/mid-year-review-consolidated-appeals-process-cap-humanitarian-appeal-2004-west
2004,Haiti,HT,Haiti,Appeal,Flash,Haiti  2004,"35,797,594","15,422,992",43.1,Flash appeal in response to politcal crisis,https://reliefweb.int/report/haiti/consolidated-appeals-process-cap-flash-appeal-2004-haiti
2004,Haiti,HT,Haiti,Appeal,Flash,Haiti Floods  2004,"37,363,304","17,529,992",46.9,Flash appeal in response to floods,https://reliefweb.int/report/haiti/haiti-flash-appeal-2004
2004,Indonesia,ID,Indonesia,Appeal,CAP,Indonesia 2004 ,"40,448,236","12,131,906",30,Consolidated appeal,https://reliefweb.int/report/indonesia/consolidated-appeals-process-cap-appeal-2004-indonesia
2004,Iran,IR,Iran (Islamic Republic of),Appeal,Flash,Islamic Republic of Iran 2004 ,"32,668,877","18,993,763",58.1,,
2004,Kenya,KE,Kenya,Appeal,Flash,Kenya  2004,"83,249,327","46,115,017",55.4,Flash appeal in response to floods/droughts,https://reliefweb.int/report/kenya/kenya-flash-appeal-2004
2004,Korea (the Democratic People's Republic of),KP,Korea (the Democratic People's Republic of),Appeal,CAP,DPR of Korea 2004,"208,798,739","151,508,180",72.6,Consolidated appeal,https://reliefweb.int/sites/reliefweb.int/files/resources/DPRK_Consolidated_Appeal_2004.pdf
2004,Liberia,LR,Liberia,Appeal,CAP,Liberia 2004,"138,015,246","80,218,742",58.1,Consolidated appeal,https://reliefweb.int/report/liberia/mid-year-review-consolidated-appeals-process-cap-humanitarian-appeal-2004-liberia
2004,Madagascar,MG,Madagascar,Appeal,Flash,Madagascar  2004,"15,724,318","7,350,576",46.8,Flash appeal in response to Cyclone Gafilo,https://reliefweb.int/report/madagascar/flash-appeal-cyclone-gafilo-madagascar
2004,Mali,ML,Mali,Appeal,RRP,West Africa Sub-Regional 2004,,,,Appeal data doesn't show the amount of requirements and funding by destination country,https://reliefweb.int/report/burkina-faso/mid-year-review-consolidated-appeals-process-cap-humanitarian-appeal-2004-west
2004,Philippines,PH,Philippines (the),Appeal,Flash,Philippines  2004,"6,395,635","1,494,123",23.4,Flash appeal in response to floods,https://reliefweb.int/report/philippines/consolidated-appeals-process-cap-flash-appeal-2004-philippines-floods
2004,Palestine,PS,"Palestine, State of",Appeal,CAP,occupied Palestinian territory 2004,"300,479,250","173,972,891",57.9,Consolidated appeal,https://reliefweb.int/report/israel/consolidated-appeals-process-cap-humanitarian-appeal-2004-occupied-palestinian
2004,Russia,RU,Russian Federation (the),Appeal,RRP,Chechnya and Neighbouring Republics (RF) 2004,61418627,45803268,74.6,IDPs and Residents in Chechnya and Ingushetia (both Russian republics) were supported by the response.,https://reliefweb.int/report/russian-federation/mid-year-review-consolidated-appeals-process-cap-humanitarian-appeal-2004
2004,Rwanda,RW,Rwanda,Appeal,RRP,Great Lakes Region 2004,,,,Appeal data doesn't show the amount of requirements and funding by destination country,https://reliefweb.int/report/burundi/consolidated-appeals-process-cap-humanitarian-appeal-2004-great-lakes-region-and
2004,Sudan,SD,Sudan (the),Appeal,CAP,Sudan 2004,"726,641,111","553,756,188",76.2,Consolidated appeal,https://reliefweb.int/report/sudan/consolidated-appeals-process-cap-humanitarian-appeal-2004-sudan
2004,Sierra Leone,SL,Sierra Leone,Appeal,CAP,Sierra Leone 2004,"60,939,200","38,018,095",62.4,Consolidated appeal,https://reliefweb.int/report/liberia/consolidated-appeals-process-cap-humanitarian-appeal-2004-sierra-leone
2004,Sierra Leone,SL,Sierra Leone,Appeal,RRP,West Africa Sub-Regional 2004,,,,Appeal data doesn't show the amount of requirements and funding by destination country,https://reliefweb.int/report/burkina-faso/mid-year-review-consolidated-appeals-process-cap-humanitarian-appeal-2004-west
2004,Somalia,SO,Somalia,Appeal,CAP,Somalia 2004,"120,026,299","71,896,418",59.9,Consolidated appeal,https://reliefweb.int/report/somalia/mid-year-review-consolidated-appeals-process-cap-humanitarian-appeal-2004-somalia
2004,Chad,TD,Chad,Appeal,CAP,Chad 2004,"165,478,646","145,431,233",87.9,Consolidated appeal,https://reliefweb.int/report/chad/consolidated-appeals-process-cap-humanitarian-appeal-2004-chad
2004,Tajikistan,TJ,Tajikistan,Appeal,CAP,Tajikistan 2004,"39,161,698","21,467,026",54.8,Consolidated appeal,https://reliefweb.int/report/tajikistan/consolidated-appeals-process-cap-humanitarian-appeal-2004-tajikistan
2004,Tanzania,TZ,"Tanzania, the United Republic of",Appeal,CAP,Tanzania (United Republic of) 2004,"38,766,187","32,257,984",83.2,Consolidated appeal,https://reliefweb.int/report/burundi/consolidated-appeals-process-cap-humanitarian-appeal-2004-tanzania
2004,Tanzania,TZ,"Tanzania, the United Republic of",Appeal,RRP,Great Lakes Region 2004,,,,Appeal data doesn't show the amount of requirements and funding by destination country,https://reliefweb.int/report/burundi/consolidated-appeals-process-cap-humanitarian-appeal-2004-great-lakes-region-and
2004,Uganda,UG,Uganda,Appeal,CAP,Uganda 2004,"142,880,013","112,291,217",78.6,Consolidated appeal,https://reliefweb.int/report/sudan/consolidated-appeals-process-cap-humanitarian-appeal-2004-uganda
2004,Uganda,UG,Uganda,Appeal,RRP,Great Lakes Region 2004,,,,Appeal data doesn't show the amount of requirements and funding by destination country,https://reliefweb.int/report/burundi/consolidated-appeals-process-cap-humanitarian-appeal-2004-great-lakes-region-and
2004,Zimbabwe,ZW,Zimbabwe,Appeal,CAP,Zimbabwe 2004,"90,045,002","12,829,164",14.3,Consolidated appeal,https://reliefweb.int/report/zimbabwe/consolidated-appeals-process-cap-humanitarian-appeal-2004-zimbabwe
2004,Afghanistan,AF,Afghanistan,Other Appeal,HRP,Afghanistan UN-Government Drought Appeal 2004,"72,841,021","26,511,074",36.4,Other,https://reliefweb.int/report/afghanistan/afghan-government-and-un-launch-emergency-appeal-combat-drought-usd-713m-needed
2005,Afghanistan,AF,Afghanistan,Appeal,RRP,South Asia Earthquake 2005,,,,Appeal data doesn't show the amount of requirements and funding by destination country,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/flash_2005_southasia.pdf
2005,Angola,AO,Angola,Appeal,Flash,Angola Marburg VHF  2005,"4,027,000","3,158,210",78.4,Flash appeal for Marburg Hemorrhagic Fever outbreak,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/flash_2005_angola.pdf
2005,Burkina Faso,BF,Burkina Faso,Appeal,RRP,West Africa 2005,,,,Appeal data doesn't show the amount of requirements and funding by destination country,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/revision_2005_westafrica.pdf
2005,Burundi,BI,Burundi,Appeal,CAP,Burundi 2005,"121,936,296","74,356,428",61,Consolidated appeal,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/myr_2005_burundi.pdf
2005,Burundi,BI,Burundi,Appeal,RRP,Great Lakes Region 2005,,,,Appeal data doesn't show the amount of requirements and funding by destination country,https://reliefweb.int/report/burundi/consolidated-appeals-process-cap-humanitarian-appeal-2005-great-lakes
2005,Benin,BJ,Benin,Appeal,HRP,Benin  2005,"5,891,780","3,745,362",63.6,,
2005,Democratic Republic of the Congo,CD,Congo (the Democratic Republic of the),Appeal,CAP,Democratic Republic of the Congo 2005,"219,757,245","142,656,881",64.9,Consolidated appeal,https://reliefweb.int/report/democratic-republic-congo/consolidated-appeals-process-cap-humanitarian-appeal-2005
2005,"Congo, Democratic Republic of",CD,Congo (the Democratic Republic of the),Appeal,RRP,Great Lakes Region 2005,,,,Appeal data doesn't show the amount of requirements and funding by destination country,https://reliefweb.int/report/burundi/consolidated-appeals-process-cap-humanitarian-appeal-2005-great-lakes
2005,Central African Republic,CF,Central African Republic (the),Appeal,CAP,Central African Republic 2005,"27,858,141","9,847,806",35.4,Consolidated appeal,https://reliefweb.int/report/central-african-republic/consolidated-appeals-process-cap-humanitarian-appeal-2005-central
2005,Republic of Congo,CG,Congo (the),Appeal,CAP,Republic of Congo 2005,"24,105,897","9,092,119",37.7,Consolidated appeal,https://reliefweb.int/report/congo/consolidated-appeals-process-cap-humanitarian-appeal-2005-republic-congo
2005,Côte d’Ivoire,CI,Côte d'Ivoire,Appeal,CAP,Cote d'Ivoire 2005,"36,431,798","20,214,942",55.5,Consolidated appeal,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/cap_2005_cdivoire_addendum_11.pdf
2005,Côte d'Ivoire,CI,Côte d'Ivoire,Appeal,RRP,West Africa 2005,,,,Appeal data doesn't show the amount of requirements and funding by destination country,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/revision_2005_westafrica.pdf
2005,Djibouti,DJ,Djibouti,Appeal,HRP,Djibouti Drought  2005,"7,494,198","2,545,900",34,Flash appeal in response to drought,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/flash_2005_djibouti.pdf
2005,Eritrea,ER,Eritrea,Appeal,CAP,Eritrea 2005,"156,681,835","100,835,202",64.4,Consolidated appeal,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/myr_2005_eritrea.pdf
2005,Ghana,GH,Ghana,Appeal,RRP,West Africa 2005,,,,Appeal data doesn't show the amount of requirements and funding by destination country,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/revision_2005_westafrica.pdf
2005,Gambia,GM,Gambia (the),Appeal,RRP,West Africa 2005,,,,Appeal data doesn't show the amount of requirements and funding by destination country,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/revision_2005_westafrica.pdf
2005,Gambia,GM,Gambia (the),Appeal,RRP,West and Central Africa Region Cholera 2005,157940,107001,67.75,RRP,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/flash_2005_west_and_central_africa.pdf
2005,Guinea,GN,Guinea,Appeal,CAP,Guinea 2005,"36,639,745","22,324,281",60.9,Consolidated appeal,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/myr_2005_guinea.pdf
2005,Guinea,GN,Guinea,Appeal,RRP,West Africa 2005,,,,Appeal data doesn't show the amount of requirements and funding by destination country,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/revision_2005_westafrica.pdf
2005,Guatemala,GT,Guatemala,Appeal,Flash,Guatemala  2005,"31,860,000","21,898,520",68.7,Flash appeal in response to floods and mudslides,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/flash_2005_guatemala.pdf
