Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Notes
IIASA GDP,SSP3,BEN,GDP|PPP,billion US$2005/yr,9.81190984503967,11.570275304404,13.6998140389515,16.3143202992268,19.1107841964175,22.037650849214,25.037637966005,28.1735095548644,31.4471437117874,34.7851617352157,38.1191199010981,41.4351437096134,44.7442712357704,48.0228000975637,51.2909345949964,54.5361990097661,57.8435625396568,61.2213080440568,64.7306646394141,
IIASA GDP,SSP4,BEN,GDP|PPP,billion US$2005/yr,9.81190984503967,11.5374107517872,13.7307352617695,16.6187167529963,20.0293332548013,23.9576406780444,28.4159603125287,33.5386991822921,39.4145372463923,46.0263169819451,53.3572970730497,61.3988630519271,70.1506544855507,79.5490036199504,89.6211378803902,100.34925098971,111.90675016233,124.344380255271,137.825769087256,
IIASA GDP,SSP5,BEN,GDP|PPP,billion US$2005/yr,9.81190984503967,11.9881910318717,15.3011485958675,20.575215192957,28.0638772391956,38.608478370686,53.1673375821835,73.1082232857556,99.8449178438304,134.213266144878,176.7839607287,227.814692908732,287.104796548374,353.24818736774,430.019960052037,515.774610990388,606.150120849451,696.990079261337,793.501152121618,
OECD Env-Growth,SSP1,BEN,GDP|PPP,billion US$2005/yr,12.601,15.02,19.378,26.723,38.283,56.012,82.082,118.813,168.465,232.796,312.832,408.131,516.931,636.096,763.855,897.097,1032.755,1167.839,1297.974,
OECD Env-Growth,SSP2,BEN,GDP|PPP,billion US$2005/yr,12.601,15.174,19.318,25.282,33.205,43.426,57.238,75.681,99.895,131.145,170.893,220.483,281.109,353.445,438.376,536.573,648.647,774.866,914.833,
OECD Env-Growth,SSP3,BEN,GDP|PPP,billion US$2005/yr,12.601,15.257,19.279,24.371,30.3,36.738,44.409,53.559,64.245,76.62,90.772,106.76,124.674,144.454,166.149,189.598,215.038,242.353,271.647,
OECD Env-Growth,SSP4,BEN,GDP|PPP,billion US$2005/yr,12.601,15.278,19.321,24.285,29.873,35.352,41.444,48.246,55.653,63.653,72.182,81.156,90.56,100.292,110.351,120.628,131.301,142.361,153.974,
OECD Env-Growth,SSP5,BEN,GDP|PPP,billion US$2005/yr,12.601,15.035,19.494,27.67,41.991,65.912,102.626,156.169,230.639,329.592,455.759,609.907,790.918,995.493,1222.188,1467.55,1727.815,1999.015,2274.286,
IIASA GDP,SSP1,BFA,GDP|PPP,billion US$2005/yr,14.1713324971866,16.9756304759308,20.213313910862,24.9148917906258,31.6296290755788,40.2410456719798,51.7754720062465,66.9644059879162,85.8622287810502,110.085246345175,141.825606824376,183.314014199649,235.524205970331,298.057376907283,369.313505568204,446.800808829776,527.818009007735,609.806654687482,690.677115473312,
IIASA GDP,SSP2,BFA,GDP|PPP,billion US$2005/yr,14.1713324971866,16.1842322536359,18.2631960638347,21.3115740422764,25.80688372877,31.16713046909,37.8540387794554,46.0748606993885,56.5382508098989,69.9869504221461,87.1740779266649,108.728574799742,135.315636071219,167.506667494173,205.98144065564,251.449305456324,304.415285203634,367.284740934766,441.570569381735,
IIASA GDP,SSP3,BFA,GDP|PPP,billion US$2005/yr,14.1713324971866,16.2904687361439,16.7364520848218,17.314443760874,18.8718382526036,21.3276353365077,25.3458711731616,30.4379247889289,36.2183637451169,42.2243314712576,48.4058483883586,54.7015910946255,61.1185143251893,67.6015157241158,74.0937179804056,80.5920881829301,87.1669618790483,93.8830802263887,100.791777375215,
IIASA GDP,SSP4,BFA,GDP|PPP,billion US$2005/yr,14.1713324971866,15.541014880152,14.9700788283094,14.6881081466121,15.7340194270348,18.0255357594154,21.5075423582592,26.1306354980468,31.8855079768981,38.7749019032326,46.810581485233,56.0779886418441,66.7131470454457,78.8928385590104,92.8005434813688,108.616072704677,126.514788231478,146.747726229431,169.515489565067,
IIASA GDP,SSP5,BFA,GDP|PPP,billion US$2005/yr,14.1713324971866,16.981632084173,20.3985707791126,25.6932516932268,33.7908785937759,45.002911956416,60.9954449140033,83.2929417179218,112.762559385975,152.264285864778,205.725719067165,277.436598146176,369.927269201423,483.319880771173,615.317206883652,761.714509098245,917.661937851161,1078.37619494316,1244.88301455156,
OECD Env-Growth,SSP1,BFA,GDP|PPP,billion US$2005/yr,18.709,24.921,34.144,48.982,71.961,106.496,155.782,223.38,312.921,426.941,566.422,730.94,918.28,1124.341,1347.203,1582.881,1826.257,2072.622,2315.264,
OECD Env-Growth,SSP2,BFA,GDP|PPP,billion US$2005/yr,18.709,25.287,34.931,48.346,66.267,89.67,121.424,164.2,220.999,295.065,389.477,507.973,654.037,830.084,1038.103,1279.557,1554.487,1863.077,2204.44,
OECD Env-Growth,SSP3,BFA,GDP|PPP,billion US$2005/yr,18.709,25.597,35.536,47.599,61.498,76.863,95.245,117.438,143.99,175.427,212.042,254.389,302.952,357.525,417.741,483.243,553.721,629.076,709.11,
OECD Env-Growth,SSP4,BFA,GDP|PPP,billion US$2005/yr,18.709,25.566,35.362,46.849,59.462,72.169,86.54,103.056,121.9,143.212,166.938,193.333,222.551,254.272,288.156,324.016,361.787,401.637,443.733,
OECD Env-Growth,SSP5,BFA,GDP|PPP,billion US$2005/yr,18.709,24.884,34.129,50.138,77.421,121.423,186.044,276.461,398.143,555.393,750.684,985.681,1259.642,1569.567,1916.413,2297.68,2709.451,3148.038,3605.86,
IIASA GDP,SSP1,BGD,GDP|PPP,billion US$2005/yr,214.759193794201,264.544232570477,328.731312736634,401.178966748301,488.886866426162,595.478531224832,728.037162244667,883.621585523078,1063.48418427093,1266.20187137167,1517.43597077539,1803.89537648785,2097.87100106496,2361.1684988359,2576.97484725533,2743.01219449345,2866.24676002834,2954.50860934383,3011.70461068365,
IIASA GDP,SSP2,BGD,GDP|PPP,billion US$2005/yr,214.759193794201,261.380159883251,313.45233184446,363.605666771082,418.7083457025,482.203881259856,559.104583678648,648.147439651515,749.487675499813,865.004351266779,995.15045596356,1138.76459627099,1295.00278594511,1465.24609077249,1674.46748920454,1913.4382315614,2162.66379421444,2398.54852349017,2614.38285429707,
IIASA GDP,SSP3,BGD,GDP|PPP,billion US$2005/yr,214.759193794201,260.859280186021,306.618449994365,341.178364682083,369.784520039334,395.587234793065,421.781633259938,446.944990066222,470.300497489815,492.870910327899,515.336480725054,538.030520052276,561.54583692112,587.18730602005,614.305673911738,642.537239853641,672.227313739629,704.391870234253,740.132163621106,
IIASA GDP,SSP4,BGD,GDP|PPP,billion US$2005/yr,214.759193794201,257.861113624166,299.805563572349,330.83025275131,357.565419415809,383.643592617824,413.078479881348,443.784514464776,474.540463479917,504.629908245765,533.434853919302,559.888589895075,583.605710410356,605.674934851113,625.877707005066,643.557269068545,658.612382916871,672.13098506169,684.44071294789,
IIASA GDP,SSP5,BGD,GDP|PPP,billion US$2005/yr,214.759193794201,264.399698415323,331.004423591626,411.759504133518,517.600743325283,655.491586500398,836.461171669744,1059.84413019896,1328.65186549486,1642.03201186772,2035.7789632991,2494.44358500603,2978.5297996592,3429.32688230332,3817.35504776985,4135.23349637086,4403.2178195772,4687.05136093539,5024.68846315176,
OECD Env-Growth,SSP1,BGD,GDP|PPP,billion US$2005/yr,221.297,299.557,422.378,596.861,840.967,1172.14,1590.473,2084.679,2636.728,3232.56,3854.015,4475.124,5077.037,5651.81,6181.944,6656.779,7074.766,7440.367,7746.924,
OECD Env-Growth,SSP2,BGD,GDP|PPP,billion US$2005/yr,221.297,301.561,424.974,576.478,750.712,946.445,1179.101,1448.135,1754.129,2101.202,2492.444,2925.632,3402.033,3923.213,4476.561,5058.326,5667.907,6308.26,6975.532,
OECD Env-Growth,SSP3,BGD,GDP|PPP,billion US$2005/yr,221.297,303.325,429.037,569.094,707.552,833.948,965.74,1100.231,1236.326,1377.87,1528.623,1688.636,1861.911,2051.297,2251.45,2462.868,2689.579,2936.538,3207.751,
OECD Env-Growth,SSP4,BGD,GDP|PPP,billion US$2005/yr,221.297,299.735,416.077,539.953,653.221,738.181,811.585,870.174,914.328,947.845,972.679,987.017,992.465,991.987,985.431,974.122,960.478,946.511,932.193,
OECD Env-Growth,SSP5,BGD,GDP|PPP,billion US$2005/yr,221.297,298.827,422.673,616.648,917.807,1356.4,1920.861,2598.078,3366.512,4211.385,5113.047,6043.469,6980.303,7917.597,8836.326,9722.863,10574.789,11399.01,12184.08,
IIASA GDP,SSP1,BGR,GDP|PPP,billion US$2005/yr,78.6965998435718,100.29277114215,115.79209941637,129.48292372095,140.486166922268,149.384906952355,156.955707337016,163.697816953378,169.564632845673,174.642967380645,178.898283935852,182.671753232734,186.543180779682,190.6514038935,194.811556069247,198.743224761407,201.957605787411,203.977593008559,204.771874023326,
IIASA GDP,SSP2,BGR,GDP|PPP,billion US$2005/yr,78.6965998435718,100.628060598965,115.777753451077,127.918506923577,136.632018808343,143.388418790564,149.454230585782,155.481061550204,161.450788655706,167.397822623351,173.278044859071,178.620499435839,183.022717187695,187.08865893388,191.412531022186,196.314088435692,201.75185760306,207.516169225212,213.314786150989,
IIASA GDP,SSP3,BGR,GDP|PPP,billion US$2005/yr,78.6965998435718,100.681347517631,114.914016138416,124.609300261085,129.623669679508,132.183496689119,134.006933196738,135.93477804349,138.092211134024,140.655985741836,143.779176329374,147.499687641552,151.857950717134,156.975690317195,162.885171504113,169.5251212003,176.754952826317,184.417469682275,192.324297656216,
IIASA GDP,SSP4,BGR,GDP|PPP,billion US$2005/yr,78.6965998435718,100.129783351086,113.318111410693,121.760204008615,125.490978739422,126.792676303704,127.204466699073,127.338291139122,127.094483971503,126.773488895017,126.612673399824,126.516807944102,126.251986026574,125.522853477681,124.210363601211,122.358047944996,120.10068155754,117.453154872888,114.359832752136,
IIASA GDP,SSP5,BGR,GDP|PPP,billion US$2005/yr,78.6965998435718,100.379177757441,116.800176234251,133.02712540752,148.458314910507,163.263745466094,177.644895553036,191.619769914896,204.770109330091,218.974383923637,235.690772497468,254.924702018156,275.75877041575,297.061599542533,318.023625489708,338.07458316819,356.294950461415,371.663969042307,383.822919195807,
OECD Env-Growth,SSP1,BGR,GDP|PPP,billion US$2005/yr,86.738,96.128,119.24,146.755,178.81,212.243,242.887,268.482,289.035,306.646,323.521,338.174,347.837,352.057,353.496,353.2,351.395,347.912,341.909,
OECD Env-Growth,SSP2,BGR,GDP|PPP,billion US$2005/yr,86.738,96.14,118.414,141.504,165.035,187.524,208.546,227.666,245.587,263.718,283.47,303.292,321.149,336.395,350.168,362.968,375.029,386.216,396.137,
OECD Env-Growth,SSP3,BGR,GDP|PPP,billion US$2005/yr,86.738,96.323,118,137.046,152.869,164.509,173.646,180.681,186.932,193.854,203.021,213.747,224.637,235.195,245.658,256.171,267.174,278.647,290.298,
OECD Env-Growth,SSP4,BGR,GDP|PPP,billion US$2005/yr,86.738,95.973,117.827,139.787,162.195,182.856,201.16,216.763,230.805,244.681,259.687,273.807,284.855,292.288,297.591,301.299,304.043,305.802,305.755,
OECD Env-Growth,SSP5,BGR,GDP|PPP,billion US$2005/yr,86.738,96.067,120.07,152.784,194.178,239.728,283.306,323.034,358.925,393.433,428.929,462.985,491.79,514.358,533.757,551.132,566.477,579.22,587.779,
IIASA GDP,SSP1,BHR,GDP|PPP,billion US$2005/yr,26.9282417210045,45.9581387540243,64.0281828431137,79.6885459789868,96.1530713238068,113.845500059276,132.997709333214,153.016413357752,172.939375716303,192.050620996696,209.819081136161,225.685082273906,239.280642241776,250.199923097663,258.414008455628,264.106852144511,267.354803813541,268.447135483614,267.577963167109,
IIASA GDP,SSP2,BHR,GDP|PPP,billion US$2005/yr,26.9282417210045,46.1635289581329,64.5327575501096,80.3146206006788,96.7508074124354,114.512527644661,134.12011590761,155.269433281353,177.088657443769,198.761696178817,219.699487477342,239.398265370177,257.516964102476,273.759433949938,288.035746553237,300.485826487223,311.322422722254,320.679230733399,328.408728798217,
IIASA GDP,SSP3,BHR,GDP|PPP,billion US$2005/yr,26.9282417210045,45.4760341140135,63.2481768583953,76.2492648229842,87.5828106982028,98.1890834984857,109.997038217143,123.044809376158,136.654511944206,150.002852349214,162.853062677621,175.462598133418,188.242596877109,201.522729528029,215.392243192018,229.684723943115,244.048417162401,258.048589207438,271.147619673451,
IIASA GDP,SSP4,BHR,GDP|PPP,billion US$2005/yr,26.9282417210045,45.8267505943708,62.743750373886,75.5237871749733,87.2319847437069,98.6637163079085,110.192947649715,121.363777835464,131.303670843284,139.555686979924,146.162563421593,151.399977385911,155.499230216575,158.437532276085,160.223737364605,160.951498913037,160.785497178356,159.753323518459,157.732022165685,
IIASA GDP,SSP5,BHR,GDP|PPP,billion US$2005/yr,26.9282417210045,46.7250832924132,67.5218987748204,88.3437144941662,112.306107232044,139.817359030017,170.960140390961,204.990203459479,240.614520050622,276.958391768627,313.51630916865,349.38962584068,383.602383433543,414.853318362508,442.480294500585,466.236699200848,485.67404033522,500.421551043658,510.051473806284,
OECD Env-Growth,SSP1,BHR,GDP|PPP,billion US$2005/yr,26.934,35.187,44.72,57.227,72.013,88.684,106.143,122.512,137.333,152.168,167.596,182.027,194.493,204.122,211.205,216.261,219.833,221.741,221.154,
OECD Env-Growth,SSP2,BHR,GDP|PPP,billion US$2005/yr,26.934,35.348,44.987,57.472,71.569,87.237,103.751,120.287,136.863,154.796,174.582,194.733,214.473,232.83,249.401,264.498,278.556,291.297,301.978,
OECD Env-Growth,SSP3,BHR,GDP|PPP,billion US$2005/yr,26.934,34.484,42.89,52.121,60.938,69.075,76.728,83.502,89.999,97.87,107.75,118.659,130.073,141.485,152.637,163.611,174.563,185.091,194.625,
OECD Env-Growth,SSP4,BHR,GDP|PPP,billion US$2005/yr,26.934,35.243,44.59,56.275,69.247,83.012,97.175,111.106,124.992,140.377,157.541,174.598,190.655,204.831,216.942,227.18,235.966,243.084,247.819,
OECD Env-Growth,SSP5,BHR,GDP|PPP,billion US$2005/yr,26.934,36.173,46.788,61.935,80.992,104.058,129.828,156.566,183.36,211.932,243.159,274.956,305.475,333.251,358.584,381.943,403.599,422.802,437.582,
IIASA GDP,SSP1,BHS,GDP|PPP,billion US$2005/yr,8.74156490897066,10.9103697337091,12.3267457266062,14.1484363785949,16.2265905828272,18.3818488601119,20.539717389128,22.6666424265788,24.6774782202431,26.5570347146882,28.3012810019236,29.8926600893781,31.320019947814,32.5675802626336,33.6074024049462,34.4285719347297,34.9280694859786,35.094248880684,34.9559932610044,
IIASA GDP,SSP2,BHS,GDP|PPP,billion US$2005/yr,8.74156490897066,10.9442953461741,12.3870950732297,14.2207830692284,16.3323841361528,18.5675974697077,20.8732278531431,23.2302520320478,25.5700660976965,27.8730641922616,30.1415547911861,32.3550747597446,34.4766027098956,36.4860458882405,38.3733722267237,40.151764742779,41.8198103239707,43.4110326057492,44.9360868296995,
IIASA GDP,SSP3,BHS,GDP|PPP,billion US$2005/yr,8.74156490897066,10.4629962403432,10.879410007287,11.530770124221,12.5448736365363,13.8173286366114,15.2200045808973,16.7212077545955,18.2750229385001,19.8733448417625,21.5115564491709,23.1960289748689,24.9314805735258,26.7575096886639,28.7114130303407,30.8246621950278,33.1146003113876,35.592074465725,38.2517115560461,
IIASA GDP,SSP4,BHS,GDP|PPP,billion US$2005/yr,8.74156490897066,10.8719207083492,11.9184455203734,13.2042960383559,14.6291020067746,16.0940359968549,17.4697203295067,18.7196316326377,19.7728035823388,20.6478461811007,21.3826650443098,22.0087046501912,22.5392832450019,22.9668982570286,23.2732988778993,23.4551423734848,23.5161576261388,23.4759288671605,23.348990009012,
IIASA GDP,SSP5,BHS,GDP|PPP,billion US$2005/yr,8.74156490897066,10.946857570578,12.5000405941108,14.6312403559627,17.2234522797165,20.0972106969512,23.1647996249439,26.3802289319009,29.6351289379317,32.8887711160906,36.1195415782576,39.2730453022342,42.3029878618234,45.1548799541473,47.764027881028,50.0872904203754,51.9538574633298,53.3081428887975,54.1586989598297,
OECD Env-Growth,SSP1,BHS,GDP|PPP,billion US$2005/yr,9.647,10.852,12.364,13.913,15.577,17.4,19.244,21.071,22.657,24.061,25.282,26.374,27.331,27.979,28.462,28.752,28.843,28.773,28.526,
OECD Env-Growth,SSP2,BHS,GDP|PPP,billion US$2005/yr,9.647,10.905,12.473,13.941,15.315,16.668,18.052,19.504,20.907,22.313,23.738,25.225,26.787,28.271,29.701,31.052,32.31,33.488,34.616,
OECD Env-Growth,SSP3,BHS,GDP|PPP,billion US$2005/yr,9.647,10.895,12.433,13.661,14.604,15.382,16.097,16.809,17.441,18.048,18.654,19.337,20.131,20.932,21.737,22.522,23.304,24.1,24.939,
OECD Env-Growth,SSP4,BHS,GDP|PPP,billion US$2005/yr,9.647,10.862,12.369,13.799,15.279,16.823,18.331,19.809,21.134,22.363,23.515,24.61,25.647,26.469,27.164,27.691,28.09,28.395,28.584,
OECD Env-Growth,SSP5,BHS,GDP|PPP,billion US$2005/yr,9.647,10.887,12.498,14.367,16.684,19.453,22.427,25.551,28.551,31.468,34.292,37.051,39.711,42.017,44.129,46.01,47.633,49.027,50.126,
IIASA GDP,SSP1,BIH,GDP|PPP,billion US$2005/yr,32.8300129376504,38.290032926903,53.6454644623984,66.9008304040863,78.0483380545061,87.1773838311359,94.5686954575439,100.54574494845,105.269763520153,109.172695825932,112.610010049927,115.723998040471,118.491692493411,120.76447284657,122.397007370308,123.121921969008,122.669401614854,121.20382836433,119.271132382507,
IIASA GDP,SSP2,BIH,GDP|PPP,billion US$2005/yr,32.8300129376504,38.3045718297907,53.4601736433504,66.1649813834312,76.5136389420868,84.8007840067639,91.471736816897,97.0490472693265,101.784098533952,105.775269094004,109.346392001262,112.641460310723,115.703105672845,118.514583349877,121.103969949001,123.520673536153,125.885751936702,128.35122108623,131.074217120307,
IIASA GDP,SSP3,BIH,GDP|PPP,billion US$2005/yr,32.8300129376504,38.3265522036205,53.3904911631355,65.6712059567609,75.1562470379373,82.2057290203648,87.4110729182386,91.5150166974904,94.9953939100347,97.9291004212169,100.438310945724,102.809380177433,105.328127242039,108.275064978219,111.828893742317,116.08242352929,121.063092479516,126.788674017433,133.235075582691,
IIASA GDP,SSP4,BIH,GDP|PPP,billion US$2005/yr,32.8300129376504,38.1905489562431,52.7086777682941,63.8375780171719,71.6006990964516,76.6750985272962,79.8088995549428,81.6420409132563,82.4652331081658,82.4019249891359,81.660065272091,80.4888981570537,79.0940065166825,77.5816362339129,75.9774669977574,74.2986520939427,72.6063973283224,70.9596642177946,69.4216600442247,
IIASA GDP,SSP5,BIH,GDP|PPP,billion US$2005/yr,32.8300129376504,38.328279896729,54.0492958023151,68.3597919577705,81.4667610363564,93.3918956622783,104.230037016956,114.0877821103,123.616567169462,133.162995153066,142.899858679946,152.591185130718,162.03590885224,170.900111715976,178.864448361503,185.412956157129,189.991477205415,192.699442762748,194.244579205236,
OECD Env-Growth,SSP1,BIH,GDP|PPP,billion US$2005/yr,28.065,30.809,37.787,47.037,57.74,69.273,80.304,89.614,96.512,101.533,105.79,108.039,109.08,108.896,107.453,105.156,102.274,99.093,95.538,
OECD Env-Growth,SSP2,BIH,GDP|PPP,billion US$2005/yr,28.065,30.826,37.579,45.632,53.94,62.179,70.17,77.246,83.032,87.985,92.872,96.603,99.827,102.467,104.264,105.609,106.694,107.697,108.748,
OECD Env-Growth,SSP3,BIH,GDP|PPP,billion US$2005/yr,28.065,30.859,37.511,44.73,51.348,57.062,62.093,66.096,68.913,71.128,73.486,75.291,77.119,78.91,80.328,81.593,82.895,84.355,86.054,
OECD Env-Growth,SSP4,BIH,GDP|PPP,billion US$2005/yr,28.065,30.764,37.377,45.173,53.339,61.379,68.936,75.275,80.02,83.691,87.161,89.164,90.305,90.534,89.782,88.464,86.907,85.298,83.587,
OECD Env-Growth,SSP5,BIH,GDP|PPP,billion US$2005/yr,28.065,30.799,37.978,48.557,61.832,76.844,91.632,104.935,115.956,125.297,134.23,141.058,146.504,150.487,152.868,154.086,154.434,154.265,153.375,
IIASA GDP,SSP1,BLR,GDP|PPP,billion US$2005/yr,124.877339953191,168.784295700422,203.159921646476,221.784597941584,231.989719894642,238.659763742326,244.806543524082,250.79590108638,256.428166255599,262.46878098363,269.732010340617,278.037470424853,286.832922266753,295.396925253308,303.084079879135,309.642748095428,314.762471042273,318.144114273717,320.473512053635,
