Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Notes
NCAR,SSP5,ARE,Population,million,7.51169,10.0155593739632,11.5382165111679,13.0569305729383,14.4580535719116,15.7747488252261,16.9496893096361,17.9130302265869,18.6424184793426,19.1575871928216,19.4974248428002,19.6079146436142,19.4769079720232,19.1190043475528,18.5812405233743,17.9122483020745,17.1438279838664,16.2644945261442,15.2270508836515,
OECD Env-Growth,SSP1,ARE,Population,million,7.512,9.715,10.949,12.058,13.059,13.984,14.798,15.457,15.935,16.239,16.389,16.348,16.113,15.703,15.162,14.532,13.844,13.093,12.242,
OECD Env-Growth,SSP2,ARE,Population,million,7.512,9.743,11.043,12.244,13.359,14.399,15.357,16.2,16.915,17.501,17.963,18.23,18.299,18.197,17.97,17.657,17.282,16.842,16.327,
OECD Env-Growth,SSP3,ARE,Population,million,7.512,9.477,10.55,11.399,12.166,12.856,13.488,14.053,14.535,14.934,15.274,15.529,15.735,15.926,16.122,16.314,16.47,16.551,16.531,
OECD Env-Growth,SSP4,ARE,Population,million,7.512,9.726,10.985,12.121,13.14,14.07,14.893,15.584,16.119,16.499,16.738,16.769,16.599,16.257,15.791,15.243,14.634,13.966,13.229,
OECD Env-Growth,SSP5,ARE,Population,million,7.512,10.016,11.538,13.057,14.458,15.775,16.95,17.913,18.642,19.158,19.497,19.608,19.477,19.119,18.581,17.912,17.144,16.264,15.227,
IIASA GDP,SSP1,ARG,Population,million,40.412376,41.8663798931195,43.0436532590088,43.9559139114661,44.6107071861225,45.0952838393933,45.3666516455701,45.3902988302508,45.1728143927129,44.7619553074502,44.1769984122812,43.4452410352141,42.5615822971831,41.5302942114574,40.3556678453653,38.9345756251476,37.3187954779181,35.5625665702681,33.7093222577863,
IIASA GDP,SSP2,ARG,Population,million,40.412376,42.045094547379,43.5695351974685,44.9388845756663,46.1553393388445,47.2186743448426,48.1415267938728,48.8544467885011,49.3770130523646,49.7024593264418,49.8340699517141,49.8300055340496,49.6635462291473,49.3496778589879,48.9022644583828,48.3916353424235,47.8299540760031,47.2218227582006,46.5749376905155,
IIASA GDP,SSP3,ARG,Population,million,40.412376,42.2615616786813,44.2437124029232,46.2836666775248,48.3375441962585,50.3099520175971,52.2388738792284,54.1468834083411,56.0521438635992,57.8957216251747,59.6588473534654,61.3575702659578,63.017600068549,64.6811442894616,66.3875605597278,68.1539473844071,69.9905319616914,71.892978644665,73.8540006085198,
IIASA GDP,SSP4,ARG,Population,million,40.412376,41.9243801170086,43.2326121496552,44.2712483235953,45.0178193755248,45.5701323156621,45.890664457424,45.946158530232,45.7337942325209,45.2977693058453,44.6487342319692,43.8131945236864,42.800142674935,41.6316090228584,40.3515964701702,38.9960800193624,37.5931562929113,36.158434956901,34.7084258484348,
IIASA GDP,SSP5,ARG,Population,million,40.412376,41.8297857347069,42.9295077262919,43.7218070881973,44.2524604985537,44.610582677623,44.7563441731907,44.6573049556342,44.3215141060736,43.7967132936076,43.1026067595845,42.2774290850295,41.3176950376465,40.2285202935056,39.0144922260903,37.5746472995374,35.9607835020565,34.2263838973135,32.4135206350935,
IIASA-WiC POP,SSP1,ARG,Population,million,40.412376,41.8663798931195,43.0436532590088,43.9559139114661,44.6107071861225,45.0952838393933,45.3666516455701,45.3902988302508,45.1728143927129,44.7619553074502,44.1769984122812,43.4452410352141,42.5615822971831,41.5302942114574,40.3556678453653,38.9345756251476,37.3187954779181,35.5625665702681,33.7093222577863,
IIASA-WiC POP,SSP2,ARG,Population,million,40.412376,42.045094547379,43.5695351974685,44.9388845756663,46.1553393388445,47.2186743448426,48.1415267938728,48.8544467885011,49.3770130523646,49.7024593264418,49.8340699517141,49.8300055340496,49.6635462291473,49.3496778589879,48.9022644583828,48.3916353424235,47.8299540760031,47.2218227582006,46.5749376905155,
IIASA-WiC POP,SSP3,ARG,Population,million,40.412376,42.2615616786813,44.2437124029232,46.2836666775248,48.3375441962585,50.3099520175971,52.2388738792284,54.1468834083411,56.0521438635992,57.8957216251747,59.6588473534654,61.3575702659578,63.017600068549,64.6811442894616,66.3875605597278,68.1539473844071,69.9905319616914,71.892978644665,73.8540006085198,
IIASA-WiC POP,SSP4,ARG,Population,million,40.412376,41.9243801170086,43.2326121496552,44.2712483235953,45.0178193755248,45.5701323156621,45.890664457424,45.946158530232,45.7337942325209,45.2977693058453,44.6487342319692,43.8131945236864,42.800142674935,41.6316090228584,40.3515964701702,38.9960800193624,37.5931562929113,36.158434956901,34.7084258484348,
IIASA-WiC POP,SSP5,ARG,Population,million,40.412376,41.8297857347069,42.9295077262919,43.7218070881973,44.2524604985537,44.610582677623,44.7563441731907,44.6573049556342,44.3215141060736,43.7967132936076,43.1026067595845,42.2774290850295,41.3176950376465,40.2285202935056,39.0144922260903,37.5746472995374,35.9607835020565,34.2263838973135,32.4135206350935,
NCAR,SSP1,ARG,Population,million,40.412376,41.8663798931195,43.0436532590088,43.9559139114661,44.6107071861225,45.0952838393933,45.3666516455701,45.3902988302508,45.1728143927129,44.7619553074502,44.1769984122812,43.4452410352141,42.5615822971831,41.5302942114574,40.3556678453653,38.9345756251476,37.3187954779181,35.5625665702681,33.7093222577863,
NCAR,SSP2,ARG,Population,million,40.412376,42.045094547379,43.5695351974685,44.9388845756663,46.1553393388445,47.2186743448426,48.1415267938728,48.8544467885011,49.3770130523646,49.7024593264418,49.8340699517141,49.8300055340496,49.6635462291473,49.3496778589879,48.9022644583828,48.3916353424235,47.8299540760031,47.2218227582006,46.5749376905155,
NCAR,SSP3,ARG,Population,million,40.412376,42.2615616786813,44.2437124029232,46.2836666775248,48.3375441962585,50.3099520175971,52.2388738792284,54.1468834083411,56.0521438635992,57.8957216251747,59.6588473534654,61.3575702659578,63.017600068549,64.6811442894616,66.3875605597278,68.1539473844071,69.9905319616914,71.892978644665,73.8540006085198,
NCAR,SSP4,ARG,Population,million,40.412376,41.9243801170086,43.2326121496552,44.2712483235953,45.0178193755248,45.5701323156621,45.890664457424,45.946158530232,45.7337942325209,45.2977693058453,44.6487342319692,43.8131945236864,42.800142674935,41.6316090228584,40.3515964701702,38.9960800193624,37.5931562929113,36.158434956901,34.7084258484348,
NCAR,SSP5,ARG,Population,million,40.412376,41.8297857347069,42.9295077262919,43.7218070881973,44.2524604985537,44.610582677623,44.7563441731907,44.6573049556342,44.3215141060736,43.7967132936076,43.1026067595845,42.2774290850295,41.3176950376465,40.2285202935056,39.0144922260903,37.5746472995374,35.9607835020565,34.2263838973135,32.4135206350935,
OECD Env-Growth,SSP1,ARG,Population,million,40.412,41.866,43.044,43.956,44.611,45.095,45.367,45.39,45.173,44.762,44.177,43.445,42.562,41.53,40.356,38.935,37.319,35.563,33.709,
OECD Env-Growth,SSP2,ARG,Population,million,40.412,42.045,43.57,44.939,46.155,47.219,48.142,48.854,49.377,49.702,49.834,49.83,49.664,49.35,48.902,48.392,47.83,47.222,46.575,
OECD Env-Growth,SSP3,ARG,Population,million,40.412,42.262,44.244,46.284,48.338,50.31,52.239,54.147,56.052,57.896,59.659,61.358,63.018,64.681,66.388,68.154,69.991,71.893,73.854,
OECD Env-Growth,SSP4,ARG,Population,million,40.412,41.924,43.233,44.271,45.018,45.57,45.891,45.946,45.734,45.298,44.649,43.813,42.8,41.632,40.352,38.996,37.593,36.158,34.708,
OECD Env-Growth,SSP5,ARG,Population,million,40.412,41.83,42.93,43.722,44.252,44.611,44.756,44.657,44.322,43.797,43.103,42.277,41.318,40.229,39.014,37.575,35.961,34.226,32.414,
IIASA GDP,SSP1,ARM,Population,million,3.092072,3.06907050554967,3.01586146186209,2.94405814364992,2.86292426071811,2.77797882207255,2.68380834114039,2.57728856401156,2.46011179736662,2.33875197047006,2.2179126900227,2.10360966856242,1.99296709477564,1.88256495465054,1.77122426760598,1.66069667885905,1.55480202616433,1.44947165611084,1.34825780598867,
IIASA GDP,SSP2,ARM,Population,million,3.092072,3.07764501397087,3.03788369765361,2.9823023029645,2.92216899241689,2.8564429757496,2.78004876245315,2.69152209203783,2.59361953232615,2.4921407166178,2.39159728501617,2.29729943881095,2.20595146102855,2.11563504422031,2.02797713103884,1.94684837926731,1.87620944860092,1.81694163848174,1.7675640035157,
IIASA GDP,SSP3,ARM,Population,million,3.092072,3.09830795943869,3.10151792640039,3.10450962782012,3.10298629532767,3.09488120982467,3.08099677070409,3.06029567479661,3.03490671261245,3.00721528990824,2.98029766689605,2.95700472140413,2.93600704219662,2.91879156075175,2.90892718546217,2.91022234561709,2.92417128527104,2.94952305926726,2.98397596593212,
IIASA GDP,SSP4,ARM,Population,million,3.092072,3.06722624237468,3.01205134644131,2.93500236694629,2.84720044898208,2.75278011351627,2.64731652261404,2.52913711474939,2.40121609346439,2.27059468281601,2.14141680773791,2.01758303529061,1.89582718785998,1.77449841921022,1.65545870117942,1.54253910514544,1.43941530580653,1.34676448410034,1.26316574627576,
IIASA GDP,SSP5,ARM,Population,million,3.092072,3.05512158772249,2.97348189366471,2.86207358041156,2.74389568535609,2.62321065301103,2.49500080705892,2.35744871108136,2.21286341861649,2.06700446037061,1.92380550347815,1.79164502946256,1.66823826008981,1.55053446820902,1.43706060671192,1.32879219798305,1.2286758140087,1.13297741496972,1.0447093182907,
IIASA-WiC POP,SSP1,ARM,Population,million,3.092072,3.06907050554967,3.01586146186209,2.94405814364992,2.86292426071811,2.77797882207255,2.68380834114039,2.57728856401156,2.46011179736662,2.33875197047006,2.2179126900227,2.10360966856242,1.99296709477564,1.88256495465054,1.77122426760598,1.66069667885905,1.55480202616433,1.44947165611084,1.34825780598867,
IIASA-WiC POP,SSP2,ARM,Population,million,3.092072,3.07764501397087,3.03788369765361,2.9823023029645,2.92216899241689,2.8564429757496,2.78004876245315,2.69152209203783,2.59361953232615,2.4921407166178,2.39159728501617,2.29729943881095,2.20595146102855,2.11563504422031,2.02797713103884,1.94684837926731,1.87620944860092,1.81694163848174,1.7675640035157,
IIASA-WiC POP,SSP3,ARM,Population,million,3.092072,3.09830795943869,3.10151792640039,3.10450962782012,3.10298629532767,3.09488120982467,3.08099677070409,3.06029567479661,3.03490671261245,3.00721528990824,2.98029766689605,2.95700472140413,2.93600704219662,2.91879156075175,2.90892718546217,2.91022234561709,2.92417128527104,2.94952305926726,2.98397596593212,
IIASA-WiC POP,SSP4,ARM,Population,million,3.092072,3.06722624237468,3.01205134644131,2.93500236694629,2.84720044898208,2.75278011351627,2.64731652261404,2.52913711474939,2.40121609346439,2.27059468281601,2.14141680773791,2.01758303529061,1.89582718785998,1.77449841921022,1.65545870117942,1.54253910514544,1.43941530580653,1.34676448410034,1.26316574627576,
IIASA-WiC POP,SSP5,ARM,Population,million,3.092072,3.05512158772249,2.97348189366471,2.86207358041156,2.74389568535609,2.62321065301103,2.49500080705892,2.35744871108136,2.21286341861649,2.06700446037061,1.92380550347815,1.79164502946256,1.66823826008981,1.55053446820902,1.43706060671192,1.32879219798305,1.2286758140087,1.13297741496972,1.0447093182907,
NCAR,SSP1,ARM,Population,million,3.092072,3.06907050554967,3.01586146186209,2.94405814364992,2.86292426071811,2.77797882207255,2.68380834114039,2.57728856401156,2.46011179736662,2.33875197047006,2.2179126900227,2.10360966856242,1.99296709477564,1.88256495465054,1.77122426760598,1.66069667885905,1.55480202616433,1.44947165611084,1.34825780598867,
NCAR,SSP2,ARM,Population,million,3.092072,3.07764501397087,3.03788369765361,2.9823023029645,2.92216899241689,2.8564429757496,2.78004876245315,2.69152209203783,2.59361953232615,2.4921407166178,2.39159728501617,2.29729943881095,2.20595146102855,2.11563504422031,2.02797713103884,1.94684837926731,1.87620944860092,1.81694163848174,1.7675640035157,
NCAR,SSP3,ARM,Population,million,3.092072,3.09830795943869,3.10151792640039,3.10450962782012,3.10298629532767,3.09488120982467,3.08099677070409,3.06029567479661,3.03490671261245,3.00721528990824,2.98029766689605,2.95700472140413,2.93600704219662,2.91879156075175,2.90892718546217,2.91022234561709,2.92417128527104,2.94952305926726,2.98397596593212,
NCAR,SSP4,ARM,Population,million,3.092072,3.06722624237468,3.01205134644131,2.93500236694629,2.84720044898208,2.75278011351627,2.64731652261404,2.52913711474939,2.40121609346439,2.27059468281601,2.14141680773791,2.01758303529061,1.89582718785998,1.77449841921022,1.65545870117942,1.54253910514544,1.43941530580653,1.34676448410034,1.26316574627576,
NCAR,SSP5,ARM,Population,million,3.092072,3.05512158772249,2.97348189366471,2.86207358041156,2.74389568535609,2.62321065301103,2.49500080705892,2.35744871108136,2.21286341861649,2.06700446037061,1.92380550347815,1.79164502946256,1.66823826008981,1.55053446820902,1.43706060671192,1.32879219798305,1.2286758140087,1.13297741496972,1.0447093182907,
OECD Env-Growth,SSP1,ARM,Population,million,3.092,3.069,3.016,2.944,2.863,2.778,2.684,2.577,2.46,2.339,2.218,2.104,1.993,1.883,1.771,1.661,1.555,1.449,1.348,
OECD Env-Growth,SSP2,ARM,Population,million,3.092,3.078,3.038,2.982,2.922,2.856,2.78,2.692,2.594,2.492,2.392,2.297,2.206,2.116,2.028,1.947,1.876,1.817,1.768,
OECD Env-Growth,SSP3,ARM,Population,million,3.092,3.098,3.102,3.105,3.103,3.095,3.081,3.06,3.035,3.007,2.98,2.957,2.936,2.919,2.909,2.91,2.924,2.95,2.984,
OECD Env-Growth,SSP4,ARM,Population,million,3.092,3.067,3.012,2.935,2.847,2.753,2.647,2.529,2.401,2.271,2.141,2.018,1.896,1.774,1.655,1.543,1.439,1.347,1.263,
OECD Env-Growth,SSP5,ARM,Population,million,3.092,3.055,2.973,2.862,2.744,2.623,2.495,2.357,2.213,2.067,1.924,1.792,1.668,1.551,1.437,1.329,1.229,1.133,1.045,
IIASA GDP,SSP1,AUS,Population,million,22.268384,24.1646546703564,26.043940686909,27.9198274874734,29.7224757556908,31.4756354055517,33.2149338465853,34.9307295507799,36.5924362876076,38.1659190310148,39.6367917966871,40.8656431410664,41.8299108193131,42.550650269409,42.9400380598303,42.977808963215,42.6993803241448,42.1677714955868,41.4412808179032,
IIASA GDP,SSP2,AUS,Population,million,22.268384,24.1398664053964,25.9872985728593,27.82051510438,29.5620478731539,31.2266388804945,32.8576847932891,34.4661135494645,36.0329214256701,37.5289356050176,38.9287418929086,40.1248704881912,41.1242122706896,41.9308219869171,42.5312896780135,42.9149804844366,43.054916230544,42.9301118394593,42.5773254633694,
IIASA GDP,SSP3,AUS,Population,million,22.268384,23.8553226658141,25.14021825703,26.1013334902411,26.8363333421003,27.4244999606835,27.8975697143088,28.2516280191205,28.4618651577389,28.5224719099527,28.4361907046906,28.179140036375,27.7735206907482,27.2352037008528,26.5623232941196,25.7759666452263,24.8963816269136,23.9478962715359,22.9213067929665,
IIASA GDP,SSP4,AUS,Population,million,22.268384,24.0799867085525,25.8070870130601,27.4618735684252,28.9628526321269,30.3719551834271,31.7057762763429,32.9530975891697,34.0869399672713,35.102583850445,35.9832659943039,36.634569312377,37.0621641005066,37.2617451185375,37.2199065090144,36.9383294815413,36.405120536368,35.6088322643146,34.5895886435921,
IIASA GDP,SSP5,AUS,Population,million,22.268384,24.4297987274293,26.8448777968618,29.5633081644057,32.3403788540494,35.1341230518731,38.0254269780185,41.0586806321095,44.2217977383325,47.4350929292937,50.6573438122461,53.6639467158434,56.4265656364301,58.9751838609435,61.2009261887284,63.0402912046378,64.4918698721211,65.6065243857496,66.4489015528315,
IIASA-WiC POP,SSP1,AUS,Population,million,22.268384,24.1646546703564,26.043940686909,27.9198274874734,29.7224757556908,31.4756354055517,33.2149338465853,34.9307295507799,36.5924362876076,38.1659190310148,39.6367917966871,40.8656431410664,41.8299108193131,42.550650269409,42.9400380598303,42.977808963215,42.6993803241448,42.1677714955868,41.4412808179032,
IIASA-WiC POP,SSP2,AUS,Population,million,22.268384,24.1398664053964,25.9872985728593,27.82051510438,29.5620478731539,31.2266388804945,32.8576847932891,34.4661135494645,36.0329214256701,37.5289356050176,38.9287418929086,40.1248704881912,41.1242122706896,41.9308219869171,42.5312896780135,42.9149804844366,43.054916230544,42.9301118394593,42.5773254633694,
IIASA-WiC POP,SSP3,AUS,Population,million,22.268384,23.8553226658141,25.14021825703,26.1013334902411,26.8363333421003,27.4244999606835,27.8975697143088,28.2516280191205,28.4618651577389,28.5224719099527,28.4361907046906,28.179140036375,27.7735206907482,27.2352037008528,26.5623232941196,25.7759666452263,24.8963816269136,23.9478962715359,22.9213067929665,
IIASA-WiC POP,SSP4,AUS,Population,million,22.268384,24.0799867085525,25.8070870130601,27.4618735684252,28.9628526321269,30.3719551834271,31.7057762763429,32.9530975891697,34.0869399672713,35.102583850445,35.9832659943039,36.634569312377,37.0621641005066,37.2617451185375,37.2199065090144,36.9383294815413,36.405120536368,35.6088322643146,34.5895886435921,
IIASA-WiC POP,SSP5,AUS,Population,million,22.268384,24.4297987274293,26.8448777968618,29.5633081644057,32.3403788540494,35.1341230518731,38.0254269780185,41.0586806321095,44.2217977383325,47.4350929292937,50.6573438122461,53.6639467158434,56.4265656364301,58.9751838609435,61.2009261887284,63.0402912046378,64.4918698721211,65.6065243857496,66.4489015528315,
