Model,Scenario (History),Region,Variable,Unit,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2008,2010
History,WPP2010,TTO,Population,million,0.84121,0.893922,0.967658,1.008617,1.0782,1.172735,1.215494,1.261443,1.292058,1.315386,1.33104,1.341465
History,WUP2009,TTO,Population,million,0.84121,0.893922,0.967658,1.008617,1.0782,1.172735,1.215494,1.261443,1.292058,1.315386,,1.341465
History,World Bank (WDI),TTO,Population,million,0.84121,0.893922,0.967658,1.008617,1.0782,1.172735,1.215494,1.261443,1.292058,1.315386,1.33104,1.341465
History,WPP2010,TUN,Population,million,4.220701,4.63,5.127001,5.667516,6.457092,7.330267,8.215111,8.935523,9.456117,9.912114,10.247325,10.480934
History,WUP2009,TUN,Population,million,4.220701,4.63,5.127001,5.667516,6.457092,7.330267,8.215111,8.935523,9.456117,9.912114,,10.480934
History,World Bank (WDI),TUN,Population,million,4.220701,4.63,5.127001,5.667516,6.457092,7.330267,8.215111,8.935523,9.456117,9.912114,10.247325,10.480934
History,WPP2010,TUR,Population,million,28.160579,31.837999,35.464196,39.585821,44.105216,49.39963,54.130268,58.864649,63.627862,68.143186,70.92373,72.752325
History,WUP2009,TUR,Population,million,28.160579,31.837999,35.464196,39.585821,44.105216,49.39963,54.130268,58.864649,63.627862,68.143186,,72.752325
History,World Bank (WDI),TUR,Population,million,28.160579,31.837999,35.464196,39.585821,44.105216,49.39963,54.130268,58.864649,63.627862,68.143186,70.92373,72.752325
History,WPP2010,TUV,Population,million,0.006104,0.006819,0.007296,0.007685,0.008051,0.008648,0.009004,0.009227,0.009419,0.009694,0.009786,0.009827
History,WUP2009,TUV,Population,million,0.006104,0.006819,0.007296,0.007685,0.008051,0.008648,0.009004,0.009227,0.009419,0.009694,,0.009827
History,World Bank (WDI),TUV,Population,million,0.006104,0.006819,0.007296,0.007685,0.008051,0.008648,0.009004,0.009227,0.009419,0.009694,0.009786,0.009827
History,WPP2010,TWN,Population,million,10.493206,12.453986,14.559451,16.080805,17.810141,19.225837,20.232757,21.15624,21.936014,22.728375,23.069654,23.216236
History,WUP2009,TWN,Population,million,10.493206,12.453986,14.559451,16.080805,17.810141,19.225837,20.232757,21.15624,21.936014,22.728375,,23.216236
History,World Bank (WDI),TWN,Population,million,10.493206,12.453986,14.559451,16.080805,17.810141,19.225837,20.232757,21.15624,21.936014,22.728375,23.069654,23.216236
History,WPP2010,TZA,Population,million,10.074485,11.682835,13.604523,15.97799,18.685789,21.84829,25.478979,29.943732,34.038161,38.831024,42.267667,44.841226
History,WUP2009,TZA,Population,million,10.074485,11.682835,13.604523,15.97799,18.685789,21.84829,25.478979,29.943732,34.038161,38.831024,,44.841226
History,World Bank (WDI),TZA,Population,million,10.074485,11.682835,13.604523,15.97799,18.685789,21.84829,25.478979,29.943732,34.038161,38.831024,42.267667,44.841226
History,WPP2010,UGA,Population,million,6.788219,8.014352,9.445932,10.897136,12.662131,14.801113,17.699717,20.831075,24.21312,28.431204,31.339392,33.424683
History,WUP2009,UGA,Population,million,6.788219,8.014352,9.445932,10.897136,12.662131,14.801113,17.699717,20.831075,24.21312,28.431204,,33.424683
History,World Bank (WDI),UGA,Population,million,6.788219,8.014352,9.445932,10.897136,12.662131,14.801113,17.699717,20.831075,24.21312,28.431204,31.339392,33.424683
History,WPP2010,UKR,Population,million,42.78301,45.340503,47.316501,49.015998,50.04355,50.949364,51.644914,51.121722,48.891792,46.923927,45.991584,45.448329
History,WUP2009,UKR,Population,million,42.78301,45.340503,47.316501,49.015998,50.04355,50.949364,51.644914,51.121722,48.891792,46.923927,,45.448329
History,World Bank (WDI),UKR,Population,million,42.78301,45.340503,47.316501,49.015998,50.04355,50.949364,51.644914,51.121722,48.891792,46.923927,45.991584,45.448329
History,WPP2010,URY,Population,million,2.538095,2.693906,2.809117,2.829391,2.914683,3.010766,3.109122,3.223401,3.319066,3.322529,3.345967,3.368786
History,WUP2009,URY,Population,million,2.538095,2.693906,2.809117,2.829391,2.914683,3.010766,3.109122,3.223401,3.319066,3.322529,,3.368786
History,World Bank (WDI),URY,Population,million,2.538095,2.693906,2.809117,2.829391,2.914683,3.010766,3.109122,3.223401,3.319066,3.322529,3.345967,3.368786
History,WPP2010,USA,Population,million,186.326215,199.452508,209.463865,219.108358,229.825004,241.119752,253.339097,266.323717,282.49631,296.820296,304.989064,310.383948
History,WUP2009,USA,Population,million,186.326215,199.452508,209.463865,219.108358,229.825004,241.119752,253.339097,266.323717,282.49631,296.820296,,310.383948
History,World Bank (WDI),USA,Population,million,186.326215,199.452508,209.463865,219.108358,229.825004,241.119752,253.339097,266.323717,282.49631,296.820296,304.989064,310.383948
History,WPP2010,UZB,Population,million,8.558503,10.233502,11.972994,13.980997,15.951899,18.174143,20.515248,22.919357,24.77561,25.947414,26.811974,27.444702
History,WUP2009,UZB,Population,million,8.558503,10.233502,11.972994,13.980997,15.951899,18.174143,20.515248,22.919357,24.77561,25.947414,,27.444702
History,World Bank (WDI),UZB,Population,million,8.558503,10.233502,11.972994,13.980997,15.951899,18.174143,20.515248,22.919357,24.77561,25.947414,26.811974,27.444702
History,WPP2010,VAT,Population,million,0.000906,0.000855,0.000648,0.000729,0.000726,0.000747,0.00077,0.000781,0.000787,0.000492,0.00045,0.000458
History,WUP2009,VAT,Population,million,0.000906,0.000855,0.000648,0.000729,0.000726,0.000747,0.00077,0.000781,0.000787,0.000492,,0.000458
History,World Bank (WDI),VAT,Population,million,0.000906,0.000855,0.000648,0.000729,0.000726,0.000747,0.00077,0.000781,0.000787,0.000492,0.00045,0.000458
History,WPP2010,VCT,Population,million,0.080948,0.085973,0.090465,0.095591,0.10045,0.104402,0.107449,0.108087,0.107891,0.108755,0.109178,0.109333
History,WUP2009,VCT,Population,million,0.080948,0.085973,0.090465,0.095591,0.10045,0.104402,0.107449,0.108087,0.107891,0.108755,,0.109333
History,World Bank (WDI),VCT,Population,million,0.080948,0.085973,0.090465,0.095591,0.10045,0.104402,0.107449,0.108087,0.107891,0.108755,0.109178,0.109333
History,WPP2010,VEN,Population,million,7.562108,9.067485,10.680678,12.681017,15.036273,17.269324,19.685177,22.034909,24.348304,26.664122,28.057485,28.979857
History,WUP2009,VEN,Population,million,7.562108,9.067485,10.680678,12.681017,15.036273,17.269324,19.685177,22.034909,24.348304,26.664122,,28.979857
History,World Bank (WDI),VEN,Population,million,7.562108,9.067485,10.680678,12.681017,15.036273,17.269324,19.685177,22.034909,24.348304,26.664122,28.057485,28.979857
History,WPP2010,VGB,Population,million,0.008015,0.008808,0.00981,0.010484,0.011013,0.013324,0.016491,0.01844,0.020499,0.02199,0.022762,0.023245
History,WUP2009,VGB,Population,million,0.008015,0.008808,0.00981,0.010484,0.011013,0.013324,0.016491,0.01844,0.020499,0.02199,,0.023245
History,World Bank (WDI),VGB,Population,million,0.008015,0.008808,0.00981,0.010484,0.011013,0.013324,0.016491,0.01844,0.020499,0.02199,0.022762,0.023245
History,WPP2010,VIR,Population,million,0.032632,0.04961,0.06407,0.08579,0.098423,0.104668,0.103253,0.107018,0.108511,0.109363,0.109327,0.109056
History,WUP2009,VIR,Population,million,0.032632,0.04961,0.06407,0.08579,0.098423,0.104668,0.103253,0.107018,0.108511,0.109363,,0.109056
History,World Bank (WDI),VIR,Population,million,0.032632,0.04961,0.06407,0.08579,0.098423,0.104668,0.103253,0.107018,0.108511,0.109363,0.109327,0.109056
History,WPP2010,VNM,Population,million,35.172657,39.884879,44.927973,49.895731,54.023152,60.307305,67.101583,74.008073,78.75801,83.161145,85.951912,87.848445
History,WUP2009,VNM,Population,million,35.172657,39.884879,44.927973,49.895731,54.023152,60.307305,67.101583,74.008073,78.75801,83.161145,,87.848445
History,World Bank (WDI),VNM,Population,million,35.172657,39.884879,44.927973,49.895731,54.023152,60.307305,67.101583,74.008073,78.75801,83.161145,85.951912,87.848445
History,WPP2010,VUT,Population,million,0.063702,0.074287,0.085393,0.099886,0.115641,0.13003,0.146636,0.168263,0.185074,0.21117,0.228041,0.239651
History,WUP2009,VUT,Population,million,0.063702,0.074287,0.085393,0.099886,0.115641,0.13003,0.146636,0.168263,0.185074,0.21117,,0.239651
History,World Bank (WDI),VUT,Population,million,0.063702,0.074287,0.085393,0.099886,0.115641,0.13003,0.146636,0.168263,0.185074,0.21117,0.228041,0.239651
History,WPP2010,WLF,Population,million,0.008563,0.009224,0.008841,0.009118,0.011232,0.013534,0.013882,0.014146,0.014499,0.014247,0.013843,0.013566
History,WUP2009,WLF,Population,million,0.008563,0.009224,0.008841,0.009118,0.011232,0.013534,0.013882,0.014146,0.014499,0.014247,,0.013566
History,World Bank (WDI),WLF,Population,million,0.008563,0.009224,0.008841,0.009118,0.011232,0.013534,0.013882,0.014146,0.014499,0.014247,0.013843,0.013566
History,WPP2010,WSM,Population,million,0.109917,0.126931,0.142354,0.150373,0.155016,0.156919,0.161308,0.168257,0.176549,0.180237,0.181809,0.183081
History,WUP2009,WSM,Population,million,0.109917,0.126931,0.142354,0.150373,0.155016,0.156919,0.161308,0.168257,0.176549,0.180237,,0.183081
History,World Bank (WDI),WSM,Population,million,0.109917,0.126931,0.142354,0.150373,0.155016,0.156919,0.161308,0.168257,0.176549,0.180237,0.181809,0.183081
History,WPP2010,World,Population,million,3038.412766,3333.007049,3696.186306,4076.419207,4453.007478,4863.289935,5306.425154,5726.239315,6122.77022,6506.649175,6739.610289,6895.889018
History,WUP2009,World,Population,million,3038.412766,3333.007049,3696.186306,4076.419207,4453.007478,4863.289935,5306.425154,5726.239315,6122.77022,6506.649175,,6895.889018
History,World Bank (WDI),World,Population,million,3038.412766,3333.007049,3696.186306,4076.419207,4453.007478,4863.289935,5306.425154,5726.239315,6122.77022,6506.649175,6739.610289,6895.889018
History,WPP2010,YEM,Population,million,5.116419,5.632206,6.144992,6.691425,7.94518,9.75822,11.948209,15.148172,17.723186,20.648643,22.626595,24.052514
History,WUP2009,YEM,Population,million,5.116419,5.632206,6.144992,6.691425,7.94518,9.75822,11.948209,15.148172,17.723186,20.648643,,24.052514
History,World Bank (WDI),YEM,Population,million,5.116419,5.632206,6.144992,6.691425,7.94518,9.75822,11.948209,15.148172,17.723186,20.648643,22.626595,24.052514
History,WPP2010,ZAF,Population,million,17.396477,19.813932,22.502306,25.698624,29.077186,32.983394,36.793907,41.4024,44.76038,47.792787,49.319363,50.132817
History,WUP2009,ZAF,Population,million,17.396477,19.813932,22.502306,25.698624,29.077186,32.983394,36.793907,41.4024,44.76038,47.792787,,50.132817
History,World Bank (WDI),ZAF,Population,million,17.396477,19.813932,22.502306,25.698624,29.077186,32.983394,36.793907,41.4024,44.76038,47.792787,49.319363,50.132817
History,WPP2010,ZMB,Population,million,3.044733,3.537265,4.138837,4.900255,5.775165,6.785211,7.860053,8.919456,10.201562,11.462365,12.379612,13.08857
History,WUP2009,ZMB,Population,million,3.044733,3.537265,4.138837,4.900255,5.775165,6.785211,7.860053,8.919456,10.201562,11.462365,,13.08857
History,World Bank (WDI),ZMB,Population,million,3.044733,3.537265,4.138837,4.900255,5.775165,6.785211,7.860053,8.919456,10.201562,11.462365,12.379612,13.08857
History,WPP2010,ZWE,Population,million,3.752373,4.422087,5.206229,6.17026,7.289463,8.855279,10.469202,11.684693,12.509477,12.570686,12.451543,12.571454
History,WUP2009,ZWE,Population,million,3.752373,4.422087,5.206229,6.17026,7.289463,8.855279,10.469202,11.684693,12.509477,12.570686,,12.571454
History,World Bank (WDI),ZWE,Population,million,3.752373,4.422087,5.206229,6.17026,7.289463,8.855279,10.469202,11.684693,12.509477,12.570686,12.451543,12.571454
